id,type,question,answer
52,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [8, 9, 13, 15, 16, 21, _, _], average 135/8, squared-spread seal 2999/64 -> 24
Ordered values [1, 2, _, 22, _, 26, 32], average 115/7, squared-spread seal 6816/49 -> 7

Now repair this ledger:
Ordered values [8, _, 18, 20, 23, _, 35], average 150/7, squared-spread seal 3386/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",16
53,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [4, 6, 14, 15, 24, _, 33, _], average 161/8, squared-spread seal 8279/64 -> 29
Ordered values [3, 6, _, 16, 20, 21, 26, _], average 137/8, squared-spread seal 5639/64 -> 12

Now repair this ledger:
Ordered values [_, 10, 14, _, 23, 26, 34], average 127/7, squared-spread seal 4374/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",4
54,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 9, 15, 21, 32, _], average 39/2, squared-spread seal 1255/12 -> 7
Ordered values [14, 18, 22, _, _, 36], average 76/3, squared-spread seal 560/9 -> 30

Now repair this ledger:
Ordered values [1, 4, 9, _, 15, 23, _, 35], average 16, squared-spread seal 491/4
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",13
55,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 13, 21, 26, 30, 32, 35, _], average 25, squared-spread seal 195/2 -> 7
Ordered values [_, 10, 14, _, 22, 33], average 18, squared-spread seal 215/3 -> 8

Now repair this ledger:
Ordered values [13, _, _, 18, 23, 24, 29, 35], average 87/4, squared-spread seal 787/16
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",15
56,statistics,"In the archive of weights, one recorded integer was removed and replaced by a larger corrected integer. The chamber preserved the old average and squared-spread seal, and also the new average and squared-spread seal after the correction. Here the squared-spread seal means population variance.

Earlier correction records:
Count 7, old average 79/7, old squared-spread seal 2796/49, new average 86/7, new squared-spread seal 3062/49 -> 18
Count 8, old average 69/8, old squared-spread seal 2095/64, new average 37/4, new squared-spread seal 775/16 -> 24

Now determine the corrected inserted integer for:
Count 7, old average 93/7, old squared-spread seal 2376/49, new average 95/7, new squared-spread seal 2476/49
Please only give the answer in numerical format and only reply with the answer.",18
57,statistics,"In the archive of weights, one recorded integer was removed and replaced by a larger corrected integer. The chamber preserved the old average and squared-spread seal, and also the new average and squared-spread seal after the correction. Here the squared-spread seal means population variance.

Earlier correction records:
Count 5, old average 96/5, old squared-spread seal 554/25, new average 108/5, new squared-spread seal 1706/25 -> 36
Count 8, old average 109/8, old squared-spread seal 2623/64, new average 14, new squared-spread seal 95/2 -> 24

Now determine the corrected inserted integer for:
Count 8, old average 127/8, old squared-spread seal 3191/64, new average 139/8, new squared-spread seal 4991/64
Please only give the answer in numerical format and only reply with the answer.",32
58,statistics,"In the archive of weights, one recorded integer was removed and replaced by a larger corrected integer. The chamber preserved the old average and squared-spread seal, and also the new average and squared-spread seal after the correction. Here the squared-spread seal means population variance.

Earlier correction records:
Count 6, old average 56/3, old squared-spread seal 434/9, new average 58/3, new squared-spread seal 290/9 -> 9
Count 8, old average 53/4, old squared-spread seal 615/16, new average 14, new squared-spread seal 75/2 -> 16

Now determine the corrected inserted integer for:
Count 6, old average 13/2, old squared-spread seal 295/12, new average 8, new squared-spread seal 148/3
Please only give the answer in numerical format and only reply with the answer.",20
59,statistics,"In the archive of weights, one recorded integer was removed and replaced by a larger corrected integer. The chamber preserved the old average and squared-spread seal, and also the new average and squared-spread seal after the correction. Here the squared-spread seal means population variance.

Earlier correction records:
Count 8, old average 25/2, old squared-spread seal 287/4, new average 103/8, new squared-spread seal 4151/64 -> 5
Count 7, old average 15, old squared-spread seal 232/7, new average 109/7, new squared-spread seal 1552/49 -> 16

Now determine the corrected inserted integer for:
Count 5, old average 14, old squared-spread seal 292/5, new average 82/5, new squared-spread seal 1676/25
Please only give the answer in numerical format and only reply with the answer.",23
60,statistics,"In the archive of weights, one recorded integer was removed and replaced by a larger corrected integer. The chamber preserved the old average and squared-spread seal, and also the new average and squared-spread seal after the correction. Here the squared-spread seal means population variance.

Earlier correction records:
Count 5, old average 16, old squared-spread seal 146/5, new average 17, new squared-spread seal 186/5 -> 23
Count 8, old average 91/8, old squared-spread seal 4975/64, new average 47/4, new squared-spread seal 1207/16 -> 10

Now determine the corrected inserted integer for:
Count 8, old average 119/8, old squared-spread seal 1351/64, new average 65/4, new squared-spread seal 731/16
Please only give the answer in numerical format and only reply with the answer.",30
61,statistics,"In the archive of weights, one recorded integer was removed and replaced by a larger corrected integer. The chamber preserved the old average and squared-spread seal, and also the new average and squared-spread seal after the correction. Here the squared-spread seal means population variance.

Earlier correction records:
Count 6, old average 32/3, old squared-spread seal 173/9, new average 11, new squared-spread seal 74/3 -> 20
Count 7, old average 90/7, old squared-spread seal 1000/49, new average 102/7, new squared-spread seal 1384/49 -> 22

Now determine the corrected inserted integer for:
Count 6, old average 77/6, old squared-spread seal 2657/36, new average 14, new squared-spread seal 299/3
Please only give the answer in numerical format and only reply with the answer.",28
62,statistics,"In the archive of weights, one recorded integer was removed and replaced by a larger corrected integer. The chamber preserved the old average and squared-spread seal, and also the new average and squared-spread seal after the correction. Here the squared-spread seal means population variance.

Earlier correction records:
Count 8, old average 67/8, old squared-spread seal 2719/64, new average 39/4, new squared-spread seal 1007/16 -> 22
Count 5, old average 31/5, old squared-spread seal 274/25, new average 33/5, new squared-spread seal 346/25 -> 11

Now determine the corrected inserted integer for:
Count 5, old average 63/5, old squared-spread seal 1866/25, new average 72/5, new squared-spread seal 3126/25
Please only give the answer in numerical format and only reply with the answer.",32
63,statistics,"In the archive of weights, one recorded integer was removed and replaced by a larger corrected integer. The chamber preserved the old average and squared-spread seal, and also the new average and squared-spread seal after the correction. Here the squared-spread seal means population variance.

Earlier correction records:
Count 7, old average 86/7, old squared-spread seal 3034/49, new average 93/7, new squared-spread seal 2516/49 -> 11
Count 5, old average 34/5, old squared-spread seal 764/25, new average 44/5, new squared-spread seal 1084/25 -> 16

Now determine the corrected inserted integer for:
Count 8, old average 103/8, old squared-spread seal 2503/64, new average 55/4, new squared-spread seal 603/16
Please only give the answer in numerical format and only reply with the answer.",16
